order,suborder,family,genus,species,Bmin,Bmax,Bmid,Brange,B500,B750,B1000,B1250,B1500,B1750,B2000,B2250,B2500,B2750,B3000,B3250,B3500,Body_Length,Body_Mass,Verts,Inverts,Nectar,Seed,Fruit,Pursuit,Glean,Pounce,Digging,Scavenging,Follow_Ants,Flower_Pierce,Probing,Water,Ground,Vegetation,Dead_Leaf,Air,spp_phylo,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length
Passeriformes,Furnarii,Thamnophilidae,Herpsilochmus ,Herpsilochmus_axillaris,750,1600,1175,850,0,0,1,1,1,1,0,0,0,0,0,0,0,11.5,11.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Herpsilochmus_axillaris,15.9,3.9,3.9,17.6,51.9,6.6,46.5
Passeriformes,Furnarii,Thamnophilidae,Herpsilochmus ,Herpsilochmus_rufimarginatus,250,1000,625,750,1,1,1,1,0,0,0,0,0,0,0,0,0,11.3,11.3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Herpsilochmus_rufimarginatus,15.2,3.9,4,18.2,49.4,3.7,45.3
Passeriformes,Furnarii,Thamnophilidae,Hylophylax ,Hylophylax_naevius,250,1200,725,950,1,1,1,1,0,0,0,0,0,0,0,0,0,11,12.5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,Hylophylax_naevius,16,4.7,3.8,20.2,58.1,8.1,39.8
Passeriformes,Furnarii,Thamnophilidae,Hypocnemis ,Hypocnemis_peruviana,250,1600,925,1350,1,1,1,1,1,1,0,0,0,0,0,0,0,11.5,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Hypocnemis_peruviana,17,4.5,4.2,19.1,53.9,5.2,38.5
Passeriformes,Furnarii,Thamnophilidae,Hypocnemoides ,Hypocnemoides_maculicauda,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,11.5,13,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,Hypocnemoides_maculicauda,17.7,4,3.3,20.5,59.3,7.3,38.9
Passeriformes,Furnarii,Thamnophilidae,Microrhopias ,Microrhopias_quixensis,250,1350,800,1100,1,1,1,1,1,0,0,0,0,0,0,0,0,11.5,9.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Microrhopias_quixensis,15.6,4.1,3.8,16.5,53,9.2,52.7
Passeriformes,Furnarii,Thamnophilidae,Myrmeciza ,Myrmeciza_atrothorax,250,1000,625,750,1,1,1,1,0,0,0,0,0,0,0,0,0,13.5,16,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Myrmeciza_atrothorax,16.8,3.8,3.9,24.9,55.3,7.5,52.3
Passeriformes,Furnarii,Thamnophilidae,Myrmeciza ,Myrmeciza_fortis,250,1300,775,1050,1,1,1,1,1,0,0,0,0,0,0,0,0,17,45,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Myrmeciza_fortis,23.2,5.4,6.6,34.1,81.5,9,62.9
Passeriformes,Furnarii,Thamnophilidae,Myrmeciza ,Myrmeciza_goeldii,250,800,525,550,1,1,1,0,0,0,0,0,0,0,0,0,0,17,42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmeciza_goeldii,24.4,5.3,6.3,33.8,87.4,9.8,69.2
Passeriformes,Furnarii,Thamnophilidae,Myrmeciza ,Myrmeciza_hemimelaena,250,1550,900,1300,1,1,1,1,1,1,0,0,0,0,0,0,0,11.5,15.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Myrmeciza_hemimelaena,16.5,3.9,3.8,23.4,54.6,7,37.5
Passeriformes,Furnarii,Thamnophilidae,Myrmeciza ,Myrmeciza_hyperythra,250,800,525,550,1,1,1,0,0,0,0,0,0,0,0,0,0,17,41,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,Myrmeciza_hyperythra,24.9,5.3,6.2,29.2,76.8,4.6,56.2
Passeriformes,Furnarii,Thamnophilidae,Myrmoborus ,Myrmoborus_leucophrys,250,1350,800,1100,1,1,1,1,1,0,0,0,0,0,0,0,0,12.5,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,Myrmoborus_leucophrys,18,4.5,4.7,25.2,64.9,8.7,43.8
Passeriformes,Furnarii,Thamnophilidae,Myrmoborus ,Myrmoborus_myotherinus,250,1250,750,1000,1,1,1,1,1,0,0,0,0,0,0,0,0,12.5,19,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,Myrmoborus_myotherinus,17.9,4.2,4.6,25.7,62,9.2,40.1
Passeriformes,Furnarii,Thamnophilidae,Myrmotherula ,Myrmotherula_axillaris,250,1400,825,1150,1,1,1,1,1,0,0,0,0,0,0,0,0,9.5,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmotherula_axillaris,15,3.4,3.7,15.4,50.9,7.7,36.4
Passeriformes,Furnarii,Thamnophilidae,Myrmotherula ,Myrmotherula_brachyura,250,1300,775,1050,1,1,1,1,1,0,0,0,0,0,0,0,0,7.8,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmotherula_brachyura,13.5,3.1,3,16.2,43.6,4.2,19.5
Passeriformes,Furnarii,Thamnophilidae,Myrmotherula ,Myrmotherula_hauxwelli,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,9,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmotherula_hauxwelli,15,3.6,3.4,18.9,50.5,7.8,24.8
Passeriformes,Furnarii,Thamnophilidae,Myrmotherula ,Myrmotherula_iheringi,250,650,450,400,1,1,0,0,0,0,0,0,0,0,0,0,0,9,8.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmotherula_iheringi,14.3,3.3,3.4,15.4,49.5,10.5,26.1
Passeriformes,Furnarii,Thamnophilidae,Myrmotherula ,Myrmotherula_longicauda,500,1550,1025,1050,0,1,1,1,1,1,0,0,0,0,0,0,0,9.5,8.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmotherula_longicauda,15.7,3.4,3.1,17.7,48,5.2,34.5
Passeriformes,Furnarii,Thamnophilidae,Myrmotherula ,Myrmotherula_longipennis,250,700,475,450,1,1,0,0,0,0,0,0,0,0,0,0,0,9.8,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmotherula_longipennis,15.3,3.6,3.4,15.6,56.6,10.3,32
Passeriformes,Furnarii,Thamnophilidae,Myrmotherula ,Myrmotherula_menetriesii,250,1100,675,850,1,1,1,1,0,0,0,0,0,0,0,0,0,9,8.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmotherula_menetriesii,15.6,3.7,3.5,16.1,52.3,7.6,29.8
Passeriformes,Furnarii,Thamnophilidae,Myrmotherula ,Myrmotherula_multostriata,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,8.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmotherula_multostriata,14,3.2,3,15.2,46.9,4.8,23
Passeriformes,Furnarii,Thamnophilidae,Myrmotherula ,Myrmotherula_schisticolor,1100,1950,1525,850,0,0,0,1,1,1,1,0,0,0,0,0,0,9.5,9.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmotherula_schisticolor,15.5,3.3,3.4,15.6,54.9,7.3,36.9
Passeriformes,Furnarii,Thamnophilidae,Myrmotherula ,Myrmotherula_sclateri,250,700,475,450,1,1,0,0,0,0,0,0,0,0,0,0,0,8.3,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Myrmotherula_sclateri,14.9,3.2,3.1,16.4,44.3,6,22
Passeriformes,Furnarii,Thamnophilidae,Neoctantes ,Neoctantes_niger,250,800,525,550,1,1,1,0,0,0,0,0,0,0,0,0,0,15.5,30.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,Neoctantes_niger,20.1,4.5,6.8,23.9,74.2,8.1,54.3
Passeriformes,Furnarii,Thamnophilidae,Percnostola ,Percnostola_lophotes,250,1350,800,1100,1,1,1,1,1,0,0,0,0,0,0,0,0,14.3,29.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Percnostola_lophotes,21.6,5.1,5.8,30.7,74.3,7.9,54.7
Passeriformes,Furnarii,Thamnophilidae,Phlegopsis ,Phlegopsis_nigromaculata,250,1250,750,1000,1,1,1,1,1,0,0,0,0,0,0,0,0,17,46.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,Phlegopsis_nigromaculata,21.1,4.7,5.7,30.8,86.8,9.7,57.6
Passeriformes,Furnarii,Thamnophilidae,Pygiptila ,Pygiptila_stellaris,250,600,425,350,1,1,0,0,0,0,0,0,0,0,0,0,0,12.5,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Pygiptila_stellaris,21.9,6.3,6.8,20,76.8,9.4,40.5
Passeriformes,Furnarii,Thamnophilidae,Pyriglena ,Pyriglena_leuconota,500,1850,1175,1350,0,1,1,1,1,1,1,0,0,0,0,0,0,17,31,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,Pyriglena_leuconota,19.9,4.6,5.6,30.1,75.6,7,75.5
Passeriformes,Furnarii,Thamnophilidae,Rhegmatorhina ,Rhegmatorhina_melanosticta,250,1200,725,950,1,1,1,1,0,0,0,0,0,0,0,0,0,14.5,31,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,Rhegmatorhina_melanosticta,19,4.6,5.2,27.5,77.1,9.6,48.9
Passeriformes,Furnarii,Thamnophilidae,Schistocichla ,Schistocichla_leucostigma,250,1400,825,1150,1,1,1,1,1,0,0,0,0,0,0,0,0,15,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Schistocichla_leucostigma,21.9,4.5,4.9,26.2,66.1,6.3,56.4
Passeriformes,Furnarii,Thamnophilidae,Sclateria ,Sclateria_naevia,250,600,425,350,1,1,0,0,0,0,0,0,0,0,0,0,0,15,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Sclateria_naevia,24.5,4.2,4.4,25.2,68.6,8.7,51.5
Passeriformes,Furnarii,Thamnophilidae,Taraba ,Taraba_major,250,1500,875,1250,1,1,1,1,1,1,0,0,0,0,0,0,0,19.5,60,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,Taraba_major,26.3,7,10.2,33.7,90.6,4.8,81
Passeriformes,Furnarii,Thamnophilidae,Terenura ,Terenura_callinota,750,1000,875,250,0,0,1,1,0,0,0,0,0,0,0,0,0,10,7.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Terenura_callinota,15.8,2.9,3.1,14.2,52.7,6.5,41.3
Passeriformes,Furnarii,Thamnophilidae,Terenura ,Terenura_humeralis,250,650,450,400,1,1,0,0,0,0,0,0,0,0,0,0,0,10,7.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Terenura_humeralis,14.1,3.3,3.3,14.1,48.7,7.8,35.4
Passeriformes,Furnarii,Thamnophilidae,Terenura ,Terenura_sharpei,1000,1550,1275,550,0,0,0,1,1,1,0,0,0,0,0,0,0,10,7.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Terenura_sharpei,13.7,3,3,14.8,52.6,9.7,44
Passeriformes,Furnarii,Thamnophilidae,Thamnistes ,Thamnistes_anabatinus,700,1500,1100,800,0,1,1,1,1,1,0,0,0,0,0,0,0,14,21,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Thamnistes_anabatinus,23.3,6,6.2,19.9,69.5,11.1,57.9
Passeriformes,Furnarii,Thamnophilidae,Thamnomanes ,Thamnomanes_ardesiacus,250,850,550,600,1,1,1,0,0,0,0,0,0,0,0,0,0,13.5,17.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Thamnomanes_ardesiacus,18.1,5,5.2,18.7,70.2,11.9,50.2
Passeriformes,Furnarii,Thamnophilidae,Thamnomanes ,Thamnomanes_schistogynus,250,1400,825,1150,1,1,1,1,1,0,0,0,0,0,0,0,0,14,17,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Thamnomanes_schistogynus,17.6,5.2,4.8,17.6,68.4,8.9,62
Passeriformes,Furnarii,Thamnophilidae,Thamnophilus ,Thamnophilus_aethiops,250,950,600,700,1,1,1,0,0,0,0,0,0,0,0,0,0,16,26.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Thamnophilus_aethiops,19.3,5.2,6.5,21.5,71.9,8.9,59.3
Passeriformes,Furnarii,Thamnophilidae,Thamnophilus ,Thamnophilus_amazonicus,250,400,325,150,1,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Thamnophilus_amazonicus,19.9,5.2,5.8,20.1,69.7,7.4,59.2
Passeriformes,Furnarii,Thamnophilidae,Thamnophilus ,Thamnophilus_caerulescens,1250,2000,1625,750,0,0,0,0,1,1,1,1,0,0,0,0,0,15,19.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Thamnophilus_caerulescens,17.1,4.5,6,22.6,69.4,6.8,62.6
Passeriformes,Furnarii,Thamnophilidae,Thamnophilus ,Thamnophilus_doliatus,250,1000,625,750,1,1,1,1,0,0,0,0,0,0,0,0,0,15.5,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Thamnophilus_doliatus,19.2,5.6,6.6,26.4,71.2,6.6,62.9
Passeriformes,Furnarii,Thamnophilidae,Thamnophilus ,Thamnophilus_palliatus,500,1600,1050,1100,0,1,1,1,1,1,0,0,0,0,0,0,0,16.5,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Thamnophilus_palliatus,21.4,5.7,6.1,24.9,70.6,8,65.9
Passeriformes,Furnarii,Thamnophilidae,Thamnophilus ,Thamnophilus_schistaceus,250,1400,825,1150,1,1,1,1,1,0,0,0,0,0,0,0,0,13.5,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Thamnophilus_schistaceus,19.7,5.1,5.9,20.1,62.7,8.2,51.8
Passeriformes,Furnarii,Thamnophilidae,Thamnophilus ,Thamnophilus_unicolor,1250,2000,1625,750,0,0,0,0,1,1,1,1,0,0,0,0,0,15,22,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Thamnophilus_unicolor,22.1,4.9,5.9,22.4,69.4,5.3,62
Passeriformes,Furnarii,Thamnophilidae,Willisornis ,Willisornis_poecilinotus,250,850,550,600,1,1,1,0,0,0,0,0,0,0,0,0,0,12.5,17,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Willisornis_poecilinotus,19,4.6,4.5,23,65.3,10,42.1
Passeriformes,Passeri,Thraupidae,Anisognathus ,Anisognathus_igniventris,2600,3400,3000,800,0,0,0,0,0,0,0,0,0,1,1,1,1,16,30.8,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Anisognathus_igniventris,14.8,5.5,6.7,25.1,87.9,14.8,75.3
Passeriformes,Passeri,Thraupidae,Anisognathus ,Anisognathus_somptuosus,1600,3000,2300,1400,0,0,0,0,0,1,1,1,1,1,1,1,0,16.5,44.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,Anisognathus_somptuosus,20,5.9,7.8,24.5,91.9,19.1,72.9
Passeriformes,Passeri,Thraupidae,Buthraupis ,Buthraupis_montana,2500,3250,2875,750,0,0,0,0,0,0,0,0,0,1,1,1,1,23,96,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Buthraupis_montana,22.1,7.6,9.8,32.4,128.7,28,90.4
Passeriformes,Passeri,Thraupidae,Catamblyrhynchus ,Catamblyrhynchus_diadema,2000,3250,2625,1250,0,0,0,0,0,0,0,1,1,1,1,1,1,14,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Catamblyrhynchus_diadema,10.4,4.8,7.4,21.2,65,8,69.8
Passeriformes,Passeri,Thraupidae,Catamenia ,Catamenia_analis,3000,3500,3250,500,0,0,0,0,0,0,0,0,0,0,0,1,1,13.8,13.5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Catamenia_analis,10.6,4.3,6,17.3,65.5,10.2,54.4
Passeriformes,Passeri,Thraupidae,Catamenia ,Catamenia_homochroa,2850,3450,3150,600,0,0,0,0,0,0,0,0,0,0,1,1,1,13.5,13.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Catamenia_homochroa,11.4,4.7,6.2,20.5,64.2,10.1,57.4
Passeriformes,Passeri,Thraupidae,Catamenia ,Catamenia_inornata,3300,3500,3400,200,0,0,0,0,0,0,0,0,0,0,0,0,1,14,13.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Catamenia_inornata,10.1,4.6,6.9,22.7,70.7,12.8,61
Passeriformes,Passeri,Thraupidae,Chlorochrysa ,Chlorochrysa_calliparaea,1000,2200,1600,1200,0,0,0,1,1,1,1,1,0,0,0,0,0,12,18.2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Chlorochrysa_calliparaea,14.7,3.8,4.6,18.6,70,18.2,42.8
Passeriformes,Passeri,Thraupidae,Chlorophanes ,Chlorophanes_spiza,250,1200,725,950,1,1,1,1,0,0,0,0,0,0,0,0,0,13,18.5,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,Chlorophanes_spiza,15.9,4.5,4.6,18.9,68.3,16.7,48.2
Passeriformes,Passeri,Thraupidae,Chlorornis ,Chlorornis_riefferii,2100,3200,2650,1100,0,0,0,0,0,0,0,1,1,1,1,1,0,20,50.5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Chlorornis_riefferii,20.4,6.7,9.2,29.3,106.9,19.4,87.2
Passeriformes,Passeri,Thraupidae,Cissopis ,Cissopis_leverianus,250,1600,925,1350,1,1,1,1,1,1,0,0,0,0,0,0,0,25.5,79.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Cissopis_leverianus,19.8,7.7,9.4,25.9,106.3,13.8,129
Passeriformes,Passeri,Thraupidae,Cnemoscopus ,Cnemoscopus_rubrirostris,1400,2500,1950,1100,0,0,0,0,1,1,1,1,1,1,0,0,0,15,17.8,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Cnemoscopus_rubrirostris,16.1,4,5,21.9,84.2,14,69.5
Passeriformes,Passeri,Thraupidae,Conirostrum ,Conirostrum_albifrons,1200,3000,2100,1800,0,0,0,1,1,1,1,1,1,1,1,1,0,13.3,16.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Conirostrum_albifrons,15.4,3.1,3.8,16.5,71,15.3,57.3
Passeriformes,Passeri,Thraupidae,Conirostrum ,Conirostrum_cinereum,2850,3500,3175,650,0,0,0,0,0,0,0,0,0,0,1,1,1,12.3,8.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Conirostrum_cinereum,11.9,2.6,3.2,18.5,61.8,12.6,53.4
Passeriformes,Passeri,Thraupidae,Conirostrum ,Conirostrum_ferrugineiventre,2700,3500,3100,800,0,0,0,0,0,0,0,0,0,1,1,1,1,12,11.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Conirostrum_ferrugineiventre,13.6,2.7,3.7,19.3,68.2,15.5,51.6
Passeriformes,Passeri,Thraupidae,Conirostrum ,Conirostrum_sitticolor,2300,3350,2825,1050,0,0,0,0,0,0,0,0,1,1,1,1,1,13,11.6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,Conirostrum_sitticolor,14.2,2.8,3.8,17.7,66.9,13.9,55.6
Passeriformes,Passeri,Thraupidae,Conirostrum ,Conirostrum_speciosum,250,900,575,650,1,1,1,0,0,0,0,0,0,0,0,0,0,11,8.5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Conirostrum_speciosum,11.5,2.8,3.6,14.3,55.8,12.5,40.2
Passeriformes,Passeri,Thraupidae,Creurgops ,Creurgops_dentatus,1100,2500,1800,1400,0,0,0,1,1,1,1,1,1,1,0,0,0,14,18,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Creurgops_dentatus,14.9,5,5.9,19.9,69.1,12.8,65.4
Passeriformes,Passeri,Thraupidae,Cyanerpes ,Cyanerpes_caeruleus,250,1400,825,1150,1,1,1,1,1,0,0,0,0,0,0,0,0,10,10.9,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,Cyanerpes_caeruleus,19.5,3.4,3.3,13.8,56.7,14.4,32.1
Passeriformes,Passeri,Thraupidae,Cyanerpes ,Cyanerpes_cyaneus,250,1000,625,750,1,1,1,1,0,0,0,0,0,0,0,0,0,12,14.7,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,Cyanerpes_cyaneus,19.4,3.8,3.6,13.7,60.9,15.7,34.8
Passeriformes,Passeri,Thraupidae,Dacnis ,Dacnis_albiventris,250,400,325,150,1,0,0,0,0,0,0,0,0,0,0,0,0,11,11.3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Dacnis_albiventris,11.7,3.6,3.1,13.1,58.9,15,36
Passeriformes,Passeri,Thraupidae,Dacnis ,Dacnis_cayana,250,1550,900,1300,1,1,1,1,1,1,0,0,0,0,0,0,0,11.5,12.8,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Dacnis_cayana,13.7,3.7,4.2,15.5,61.8,15.5,43.9
Passeriformes,Passeri,Thraupidae,Dacnis ,Dacnis_flaviventer,250,1000,625,750,1,1,1,1,0,0,0,0,0,0,0,0,0,11,13,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Dacnis_flaviventer,13.9,3.9,4,14.9,60.4,12.2,40.8
Passeriformes,Passeri,Thraupidae,Dacnis ,Dacnis_lineata,250,1300,775,1050,1,1,1,1,1,0,0,0,0,0,0,0,0,11,11.3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Dacnis_lineata,13,3.5,3.5,14.1,58,14.8,40.6
Passeriformes,Passeri,Thraupidae,Delothraupis ,Delothraupis_castaneoventris,2600,3500,3050,900,0,0,0,0,0,0,0,0,0,1,1,1,1,15,29,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,Delothraupis_castaneoventris,16.7,4.3,6.4,24.2,80.9,15.1,70
Passeriformes,Passeri,Thraupidae,Diglossa ,Diglossa_brunneiventris,2600,3500,3050,900,0,0,0,0,0,0,0,0,0,1,1,1,1,14,12.4,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,Diglossa_brunneiventris,13.4,2.4,4,21.4,64.9,11.9,57.6
Passeriformes,Passeri,Thraupidae,Diglossa ,Diglossa_caerulescens,1600,2700,2150,1100,0,0,0,0,0,1,1,1,1,1,0,0,0,13.5,13,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,Diglossa_caerulescens,17.1,2.7,4.1,19.9,68.1,11.9,54.2
Passeriformes,Passeri,Thraupidae,Diglossa ,Diglossa_cyanea,1500,3500,2500,2000,0,0,0,0,0,1,1,1,1,1,1,1,1,15,17.3,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,Diglossa_cyanea,18,3.3,5.1,22.5,73.6,13.8,63
Passeriformes,Passeri,Thraupidae,Diglossa ,Diglossa_glauca,1000,2300,1650,1300,0,0,0,1,1,1,1,1,1,0,0,0,0,11.5,11.3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,Diglossa_glauca,13.4,2.5,4.3,16.4,62.1,13.1,45.9
Passeriformes,Passeri,Thraupidae,Diglossa ,Diglossa_mystacalis,2600,3500,3050,900,0,0,0,0,0,0,0,0,0,1,1,1,1,14.5,15.6,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,Diglossa_mystacalis,16.4,2.8,4.9,25,69.2,10.3,62.9
Passeriformes,Passeri,Thraupidae,Diglossa ,Diglossa_sittoides,1900,3500,2700,1600,0,0,0,0,0,0,1,1,1,1,1,1,1,11,8.9,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,Diglossa_sittoides,12.9,2.5,4.4,18.7,57.1,13.1,46.2
Passeriformes,Passeri,Thraupidae,Dubusia ,Dubusia_taeniata,1900,3200,2550,1300,0,0,0,0,0,0,1,1,1,1,1,1,0,20,38,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Dubusia_taeniata,22.2,5.7,7.4,28.2,90.5,12.4,91.7
Passeriformes,Passeri,Thraupidae,Haplospiza ,Haplospiza_rustica,950,3200,2075,2250,0,0,1,1,1,1,1,1,1,1,1,1,0,12.5,15.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Haplospiza_rustica,13.7,4.6,6.1,19.4,66.4,13.7,47.9
Passeriformes,Passeri,Thraupidae,Hemispingus ,Hemispingus_atropileus,2600,3500,3050,900,0,0,0,0,0,0,0,0,0,1,1,1,1,16,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Hemispingus_atropileus,16.5,4.5,5.2,23.6,75.6,9.6,73.5
Passeriformes,Passeri,Thraupidae,Hemispingus ,Hemispingus_frontalis,1500,2500,2000,1000,0,0,0,0,0,1,1,1,1,1,0,0,0,14,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Hemispingus_frontalis,16.1,4.5,5.1,20.5,70.7,10.2,65.1
Passeriformes,Passeri,Thraupidae,Hemispingus ,Hemispingus_melanotis,1100,2200,1650,1100,0,0,0,1,1,1,1,1,0,0,0,0,0,13.5,17.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Hemispingus_melanotis,15.8,4.5,5.1,20.6,68.9,9.2,63.3
Passeriformes,Passeri,Thraupidae,Hemispingus ,Hemispingus_superciliaris,2500,3000,2750,500,0,0,0,0,0,0,0,0,0,1,1,1,0,13.5,14,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Hemispingus_superciliaris,14.8,4,4.5,19.8,67.2,11.1,59.4
Passeriformes,Passeri,Thraupidae,Hemispingus ,Hemispingus_trifasciatus,3000,3500,3250,500,0,0,0,0,0,0,0,0,0,0,0,1,1,13,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Hemispingus_trifasciatus,14.8,3.3,4.2,21.6,67.5,9.3,67.5
Passeriformes,Passeri,Thraupidae,Hemispingus ,Hemispingus_xanthophthalmus,2200,3250,2725,1050,0,0,0,0,0,0,0,1,1,1,1,1,1,13,12.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Hemispingus_xanthophthalmus,13.6,3.1,4,20,66.6,11.9,67.1
Passeriformes,Passeri,Thraupidae,Hemithraupis ,Hemithraupis_flavicollis,250,700,475,450,1,1,0,0,0,0,0,0,0,0,0,0,0,13,13,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Hemithraupis_flavicollis,13.5,4.1,5.1,15.7,67.9,13.6,53.2
