order,suborder,family,genus,species,Bmin,Bmax,Bmid,Brange,B500,B750,B1000,B1250,B1500,B1750,B2000,B2250,B2500,B2750,B3000,B3250,B3500,Body_Length,Body_Mass,Verts,Inverts,Nectar,Seed,Fruit,Pursuit,Glean,Pounce,Digging,Scavenging,Follow_Ants,Flower_Pierce,Probing,Water,Ground,Vegetation,Dead_Leaf,Air,spp_phylo,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length
Passeriformes,Passeri,Thraupidae,Hemithraupis ,Hemithraupis_guira,250,1100,675,850,1,1,1,1,0,0,0,0,0,0,0,0,0,13,11.8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Hemithraupis_guira,13.5,4.1,4.8,16,63.5,13.7,52.2
Passeriformes,Passeri,Thraupidae,Iridophanes ,Iridophanes_pulcherrimus,1100,1800,1450,700,0,0,0,1,1,1,1,0,0,0,0,0,0,11,15.5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Iridophanes_pulcherrimus,15.9,4,4,16.2,66.6,16.2,40
Passeriformes,Passeri,Thraupidae,Iridosornis ,Iridosornis_analis,1000,2200,1600,1200,0,0,0,1,1,1,1,1,0,0,0,0,0,15,24.5,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Iridosornis_analis,14.6,5.5,7.2,22.7,79,14.1,68.8
Passeriformes,Passeri,Thraupidae,Iridosornis ,Iridosornis_jelskii,2200,3500,2850,1300,0,0,0,0,0,0,0,1,1,1,1,1,1,14,21,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Iridosornis_jelskii,12.6,4.2,6.4,23.9,72.7,12.2,64.7
Passeriformes,Passeri,Thraupidae,Lamprospiza ,Lamprospiza_melanoleuca,250,900,575,650,1,1,1,0,0,0,0,0,0,0,0,0,0,17.5,31.5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Lamprospiza_melanoleuca,19.1,6.6,8.3,21,92.7,21.5,64.5
Passeriformes,Passeri,Thraupidae,Lanio ,Lanio_versicolor,250,1000,625,750,1,1,1,1,0,0,0,0,0,0,0,0,0,14,16.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Lanio_versicolor,15.2,4.9,5.4,15.3,76.7,15.5,67.6
Passeriformes,Passeri,Thraupidae,Nemosia ,Nemosia_pileata,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,12,17,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Nemosia_pileata,13.9,4.3,5.2,17.2,68.4,13.8,47.4
Passeriformes,Passeri,Thraupidae,Oryzoborus ,Oryzoborus_angolensis,250,1500,875,1250,1,1,1,1,1,1,0,0,0,0,0,0,0,11.5,12.9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Oryzoborus_angolensis,12.9,6.8,10,16,57.7,8.9,51.9
Passeriformes,Passeri,Thraupidae,Oryzoborus ,Oryzoborus_atrirostris,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,15.8,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Oryzoborus_atrirostris,18.9,10.1,13.8,18.3,71.5,10.1,60
Passeriformes,Passeri,Thraupidae,Paroaria ,Paroaria_gularis,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,16.5,36.8,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,Paroaria_gularis,16.6,4.7,5.9,21.7,80.5,14.3,65
Passeriformes,Passeri,Thraupidae,Phrygilus ,Phrygilus_unicolor,3500,3500,3500,,0,0,0,0,0,0,0,0,0,0,0,0,1,14.5,21.9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Phrygilus_unicolor,13.7,4.9,5.8,27.2,87.1,14.5,63.9
Passeriformes,Passeri,Thraupidae,Pipraeidea ,Pipraeidea_melanonota,450,3000,1725,2550,1,1,1,1,1,1,1,1,1,1,1,1,0,14,21.5,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Pipraeidea_melanonota,12.6,4.8,5,17.9,80.1,21.4,57.8
Passeriformes,Passeri,Thraupidae,Ramphocelus ,Ramphocelus_carbo,250,1600,925,1350,1,1,1,1,1,1,0,0,0,0,0,0,0,16.5,30.5,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,Ramphocelus_carbo,18.3,7.4,7.9,21.6,78.1,12.4,79.9
Passeriformes,Passeri,Thraupidae,Ramphocelus ,Ramphocelus_nigrogularis,250,1000,625,750,1,1,1,1,0,0,0,0,0,0,0,0,0,17,31.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Ramphocelus_nigrogularis,20,6.9,8.2,20.4,84.6,13.8,77
Passeriformes,Passeri,Thraupidae,Schistochlamys ,Schistochlamys_melanopis,600,2600,1600,2000,0,1,1,1,1,1,1,1,1,1,0,0,0,17.5,34.5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Schistochlamys_melanopis,16.8,6.6,8.4,22.9,83.9,12.4,79.8
Passeriformes,Passeri,Thraupidae,Sporophila ,Sporophila_castaneiventris,250,1450,850,1200,1,1,1,1,1,0,0,0,0,0,0,0,0,10,7.8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Sporophila_castaneiventris,11,4.6,5.7,13.8,48.5,8.2,37.5
Passeriformes,Passeri,Thraupidae,Sporophila ,Sporophila_luctuosa,300,2000,1150,1700,1,1,1,1,1,1,1,1,0,0,0,0,0,11,12.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Sporophila_luctuosa,9.4,5.5,6.9,17.3,56.1,13,44.1
Passeriformes,Passeri,Thraupidae,Sporophila ,Sporophila_nigricollis,300,1500,900,1200,1,1,1,1,1,1,0,0,0,0,0,0,0,9.4,9.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Sporophila_nigricollis,9.1,5,6.5,13.8,52.4,7.9,43
Passeriformes,Passeri,Thraupidae,Sporophila ,Sporophila_schistacea,250,1200,725,950,1,1,1,1,0,0,0,0,0,0,0,0,0,11,12.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Sporophila_schistacea,12.9,5.4,7.3,14.1,61.5,15.4,40.2
Passeriformes,Passeri,Thraupidae,Tachyphonus ,Tachyphonus_cristatus,300,300,300,,1,0,0,0,0,0,0,0,0,0,0,0,0,15,19.8,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Tachyphonus_cristatus,15.9,5.6,6.9,18.2,76.2,14.2,70.4
Passeriformes,Passeri,Thraupidae,Tachyphonus ,Tachyphonus_luctuosus,250,850,550,600,1,1,1,0,0,0,0,0,0,0,0,0,0,13.5,13.3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Tachyphonus_luctuosus,14,4.9,5.5,17.3,62.1,10.8,54
Passeriformes,Passeri,Thraupidae,Tachyphonus ,Tachyphonus_rufiventer,250,1250,750,1000,1,1,1,1,1,0,0,0,0,0,0,0,0,15,17.8,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Tachyphonus_rufiventer,16.3,4.7,5.8,17.6,74.7,13.3,70
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_arthus,600,1800,1200,1200,0,1,1,1,1,1,1,0,0,0,0,0,0,13,23.1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_arthus,13.3,4.6,5.2,19,76,17.4,54.4
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_callophrys,250,950,600,700,1,1,1,0,0,0,0,0,0,0,0,0,0,14,22.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_callophrys,15.4,3.9,4.4,16.9,77,19.8,53.1
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_chilensis,250,1600,925,1350,1,1,1,1,1,1,0,0,0,0,0,0,0,12.5,22,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_chilensis,13,4.2,4.7,17.7,76.7,16.7,56.1
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_chrysotis,850,1600,1225,750,0,0,1,1,1,1,0,0,0,0,0,0,0,14,24.8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,Tangara_chrysotis,15.4,4.6,5.5,17.2,75.6,19.5,47.3
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_cyanicollis,500,2000,1250,1500,0,1,1,1,1,1,1,1,0,0,0,0,0,12,16.4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_cyanicollis,12.3,4.5,4.9,17.4,66.1,14.7,46.5
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_cyanotis,1300,2000,1650,700,0,0,0,0,1,1,1,1,0,0,0,0,0,12,14.8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_cyanotis,13.6,4.2,4.8,16.8,65.4,15.3,45.1
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_gyrola,250,1500,875,1250,1,1,1,1,1,1,0,0,0,0,0,0,0,12,22,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Tangara_gyrola,12.7,4.8,5.2,18.6,73.5,15.2,51.4
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_mexicana,250,1000,625,750,1,1,1,1,0,0,0,0,0,0,0,0,0,12,20.3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Tangara_mexicana,13,4.3,5,16.4,70.2,16.2,49.6
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_nigrocincta,250,1100,675,850,1,1,1,1,0,0,0,0,0,0,0,0,0,12,16.4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Tangara_nigrocincta,12.3,4.7,4.7,15.3,68.3,14.6,47.5
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_nigroviridis,1500,2500,2000,1000,0,0,0,0,0,1,1,1,1,1,0,0,0,12,16.8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_nigroviridis,12,4.3,4.4,16.3,69.5,16.9,49.4
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_parzudakii,1550,2000,1775,450,0,0,0,0,0,1,1,1,0,0,0,0,0,14.5,13.5,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Tangara_parzudakii,16.3,5,6.1,17.5,86.1,20.7,57.9
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_punctata,600,2000,1300,1400,0,1,1,1,1,1,1,1,0,0,0,0,0,11.5,15,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_punctata,12.3,4.1,4.4,17.1,61.9,12.4,45.7
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_ruficervix,1000,2100,1550,1100,0,0,0,1,1,1,1,1,0,0,0,0,0,13,19.1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_ruficervix,13.8,4.1,4.4,16.7,75,18.4,47
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_schrankii,250,1100,675,850,1,1,1,1,0,0,0,0,0,0,0,0,0,12,18.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Tangara_schrankii,13.9,4.5,5,17.5,68.1,16.4,40.8
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_vassorii,1900,3250,2575,1350,0,0,0,0,0,0,1,1,1,1,1,1,1,13,18,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_vassorii,12.2,4.2,4.7,17.9,75,17.7,53.3
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_velia,250,600,425,350,1,1,0,0,0,0,0,0,0,0,0,0,0,13,21,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_velia,14.4,3.8,5,16.2,72.3,16.9,51.2
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_viridicollis,800,2600,1700,1800,0,0,1,1,1,1,1,1,1,1,0,0,0,13,21,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_viridicollis,14.7,4.1,4.7,16.8,76.6,17.8,52.1
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_xanthocephala,1000,2500,1750,1500,0,0,0,1,1,1,1,1,1,1,0,0,0,13,19.3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_xanthocephala,14.5,3.9,4.8,17.5,74.1,17.8,49.7
Passeriformes,Passeri,Thraupidae,Tangara ,Tangara_xanthogastra,250,1300,775,1050,1,1,1,1,1,0,0,0,0,0,0,0,0,11,15.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Tangara_xanthogastra,13.9,3.7,4.2,15.5,61.1,11.8,38.8
Passeriformes,Passeri,Thraupidae,Tersina ,Tersina_viridis,250,1450,850,1200,1,1,1,1,1,0,0,0,0,0,0,0,0,14,30.4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Tersina_viridis,14.5,6.1,5.2,16.1,85.4,25.1,53.6
Passeriformes,Passeri,Thraupidae,Thlypopsis ,Thlypopsis_ornata,2500,3250,2875,750,0,0,0,0,0,0,0,0,0,1,1,1,1,12.5,12.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Thlypopsis_ornata,16.3,3.2,3.9,20.1,65,10.3,54.6
Passeriformes,Passeri,Thraupidae,Thlypopsis ,Thlypopsis_ruficeps,1500,3500,2500,2000,0,0,0,0,0,1,1,1,1,1,1,1,1,12,11.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Thlypopsis_ruficeps,15.1,3.3,3.7,20.9,61.1,11.2,53.1
Passeriformes,Passeri,Thraupidae,Thlypopsis ,Thlypopsis_sordida,250,600,425,350,1,1,0,0,0,0,0,0,0,0,0,0,0,13,16.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Thlypopsis_sordida,12.9,3.5,4.6,18.4,65.3,10.4,54
Passeriformes,Passeri,Thraupidae,Thraupis ,Thraupis_bonariensis,1000,3500,2250,2500,0,0,0,1,1,1,1,1,1,1,1,1,1,17,37.3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Thraupis_bonariensis,15.8,6.9,7.4,23.1,89,19.1,74.7
Passeriformes,Passeri,Thraupidae,Thraupis ,Thraupis_cyanocephala,1500,3000,2250,1500,0,0,0,0,0,1,1,1,1,1,1,1,0,16,37,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Thraupis_cyanocephala,17,6,6.7,24,85.8,14.8,80.6
Passeriformes,Passeri,Thraupidae,Thraupis ,Thraupis_episcopus,250,1600,925,1350,1,1,1,1,1,1,0,0,0,0,0,0,0,16,36,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Thraupis_episcopus,14.2,6.4,6.7,22.3,87.3,20.7,64
Passeriformes,Passeri,Thraupidae,Thraupis ,Thraupis_palmarum,250,1600,925,1350,1,1,1,1,1,1,0,0,0,0,0,0,0,17,37.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Thraupis_palmarum,15,5.9,6.5,20.7,92.5,20.4,70.4
Passeriformes,Passeri,Thraupidae,Tiaris ,Tiaris_obscurus,600,600,600,,0,1,0,0,0,0,0,0,0,0,0,0,0,11,11.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Tiaris_obscurus,10.4,4.8,5.8,17.3,52.4,7.9,42.3
Passeriformes,Passeri,Thraupidae,Trichothraupis ,Trichothraupis_melanops,1000,1650,1325,650,0,0,0,1,1,1,0,0,0,0,0,0,0,16,21,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,Trichothraupis_melanops,16.4,5.3,6,19.8,81.1,15.6,75.7
Passeriformes,Passeri,Thraupidae,Volatinia ,Volatinia_jacarina,250,1000,625,750,1,1,1,1,0,0,0,0,0,0,0,0,0,9.8,10,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Volatinia_jacarina,10.4,4.3,5.6,16.8,47.8,7.1,42.8
Passeriformes,Passeri,Thraupidae,Xenodacnis ,Xenodacnis_parina,3450,3500,3475,50,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Xenodacnis_parina,13.1,2.7,3.4,20.9,60.2,9.7,52.8
Passeriformes,Tyranni,Tityridae,Iodopleura ,Iodopleura_isabellae,250,850,550,600,1,1,1,0,0,0,0,0,0,0,0,0,0,11.5,20,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Iodopleura_isabellae,11.5,5.2,4.1,13.7,74.2,19.4,37.2
Passeriformes,Tyranni,Tityridae,Laniisoma ,Laniisoma_elegans,750,1400,1075,650,0,0,1,1,1,0,0,0,0,0,0,0,0,17.8,46,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Laniisoma_elegans,20.3,5.4,6.1,22.5,103.5,26.9,61
Passeriformes,Tyranni,Tityridae,Laniocera ,Laniocera_hypopyrra,250,750,500,500,1,1,1,0,0,0,0,0,0,0,0,0,0,20.5,46,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Laniocera_hypopyrra,21.8,6.1,6.2,20.4,105.5,24.7,84.9
Passeriformes,Tyranni,Tityridae,Pachyramphus ,Pachyramphus_albogriseus,1500,1500,1500,,0,0,0,0,0,1,0,0,0,0,0,0,0,13.8,22.3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Pachyramphus_albogriseus,15.6,7.1,5.5,17.7,71.2,18.3,54
Passeriformes,Tyranni,Tityridae,Pachyramphus ,Pachyramphus_castaneus,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,14.4,17.3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Pachyramphus_castaneus,14.3,6.2,5.1,18.3,74.1,14,59.9
Passeriformes,Tyranni,Tityridae,Pachyramphus ,Pachyramphus_marginatus,250,750,500,500,1,1,1,0,0,0,0,0,0,0,0,0,0,13.5,18,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Pachyramphus_marginatus,14.7,6.9,5.2,18.5,67.7,15,50.4
Passeriformes,Tyranni,Tityridae,Pachyramphus ,Pachyramphus_minor,250,1050,650,800,1,1,1,1,0,0,0,0,0,0,0,0,0,16.8,37,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Pachyramphus_minor,19.3,8.4,7.6,20.9,89.2,18,65.1
Passeriformes,Tyranni,Tityridae,Pachyramphus ,Pachyramphus_polychopterus,250,1100,675,850,1,1,1,1,0,0,0,0,0,0,0,0,0,14.8,20.3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Pachyramphus_polychopterus,14.9,7,5.7,18.7,72,16.4,55.7
Passeriformes,Tyranni,Tityridae,Pachyramphus ,Pachyramphus_versicolor,1500,2600,2050,1100,0,0,0,0,0,1,1,1,1,1,0,0,0,13.3,15.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Pachyramphus_versicolor,12.6,5.2,4.4,16.2,64.6,13.5,51.7
Passeriformes,Tyranni,Tityridae,Pachyramphus ,Pachyramphus_viridis,900,900,900,,0,0,1,0,0,0,0,0,0,0,0,0,0,14.8,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Pachyramphus_viridis,14.5,6.6,5.5,17.6,71.2,13.8,55.2
Passeriformes,Tyranni,Tityridae,Schiffornis ,Schiffornis_major,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,15.3,31,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Schiffornis_major,15.9,4.8,5.4,18.8,78.3,9.3,55.3
Passeriformes,Tyranni,Tityridae,Schiffornis ,Schiffornis_turdina,250,1400,825,1150,1,1,1,1,1,0,0,0,0,0,0,0,0,16,29.4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Schiffornis_turdina,17.8,5.1,5.9,21.8,90,15.2,69.8
Passeriformes,Tyranni,Tityridae,Tityra ,Tityra_cayana,250,450,350,200,1,0,0,0,0,0,0,0,0,0,0,0,0,21,69,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tityra_cayana,28.2,11.4,10.6,24.5,116.7,31,71
Passeriformes,Tyranni,Tityridae,Tityra ,Tityra_inquisitor,250,600,425,350,1,1,0,0,0,0,0,0,0,0,0,0,0,18.8,45,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Tityra_inquisitor,26.3,11.6,9.2,21.6,105.7,28.1,65.6
Passeriformes,Tyranni,Tityridae,Tityra ,Tityra_semifasciata,250,1500,875,1250,1,1,1,1,1,1,0,0,0,0,0,0,0,22,82.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Tityra_semifasciata,28,10.4,10.7,25.6,120.5,30.7,71.7
Passeriformes,Passeri,Troglodytidae,Campylorhynchus ,Campylorhynchus_turdinus,250,1050,650,800,1,1,1,1,0,0,0,0,0,0,0,0,0,20.5,39,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Campylorhynchus_turdinus,25.1,4.1,4.9,26.7,85.4,11.1,86.6
Passeriformes,Passeri,Troglodytidae,Cantorchilus ,Thryothorus_leucotis,250,450,350,200,1,0,0,0,0,0,0,0,0,0,0,0,0,14.3,19.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Thryothorus_leucotis,18.8,3.5,3.8,22,62.1,7.6,48.1
Passeriformes,Passeri,Troglodytidae,Cinnycerthia ,Cinnycerthia_fulva,2100,3000,2550,900,0,0,0,0,0,0,0,1,1,1,1,1,0,14.5,16.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Cinnycerthia_fulva,18.2,3.6,4,23.8,55.6,6.7,54.7
Passeriformes,Passeri,Troglodytidae,Cistothorus ,Cistothorus_platensis,2950,3500,3225,550,0,0,0,0,0,0,0,0,0,0,1,1,1,10.3,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Cistothorus_platensis,14.6,2.3,2.9,19.9,45.6,6.1,46
Passeriformes,Passeri,Troglodytidae,Cyphorhinus ,Cyphorhinus_arada,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,12.5,21,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,Cyphorhinus_arada,17.7,3.6,5,24,64.4,6.5,39
Passeriformes,Passeri,Troglodytidae,Cyphorhinus ,Cyphorhinus_thoracicus,800,1600,1200,800,0,0,1,1,1,1,0,0,0,0,0,0,0,15,30.5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,Cyphorhinus_thoracicus,26.5,4.1,6,27.7,67.3,6.5,48.1
Passeriformes,Passeri,Troglodytidae,Henicorhina ,Henicorhina_leucophrys,1000,2850,1925,1850,0,0,0,1,1,1,1,1,1,1,1,0,0,10.8,17.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Henicorhina_leucophrys,16.7,3.2,3.4,23.7,53.5,4.4,29.6
Passeriformes,Passeri,Troglodytidae,Microcerculus ,Microcerculus_bambla,300,300,300,,1,0,0,0,0,0,0,0,0,0,0,0,0,11.5,18,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,Microcerculus_bambla,20,3.3,3.8,22.9,59.5,5.8,22.8
Passeriformes,Passeri,Troglodytidae,Microcerculus ,Microcerculus_marginatus,250,1250,750,1000,1,1,1,1,1,0,0,0,0,0,0,0,0,11,18.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Microcerculus_marginatus,19.2,3.4,3.6,23.5,58.7,6.8,24.2
Passeriformes,Passeri,Troglodytidae,Odontorchilus ,Odontorchilus_branickii,750,1800,1275,1050,0,0,1,1,1,1,1,0,0,0,0,0,0,12,9.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Odontorchilus_branickii,14.5,3,3,16.1,58.2,8,52.6
Passeriformes,Passeri,Troglodytidae,Pheugopedius ,Thryothorus_genibarbis,250,1500,875,1250,1,1,1,1,1,1,0,0,0,0,0,0,0,15.5,19.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Thryothorus_genibarbis,18.9,4.1,4.7,23.4,61.1,6.4,56.4
Passeriformes,Passeri,Troglodytidae,Troglodytes ,Troglodytes_aedon,250,3500,1875,3250,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Troglodytes_aedon,15.9,3,3.1,20.1,51.4,6.7,41.1
Passeriformes,Passeri,Troglodytidae,Troglodytes ,Troglodytes_solstitialis,1850,3400,2625,1550,0,0,0,0,0,0,1,1,1,1,1,1,1,11,11.8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Troglodytes_solstitialis,16.2,3.1,3.1,18.8,48.2,6.6,38.3
Passeriformes,Passeri,Turdidae,Catharus ,Catharus_dryas,700,1500,1100,800,0,1,1,1,1,1,0,0,0,0,0,0,0,18,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Catharus_dryas,17.6,4.6,4.7,34.4,91.2,19,74.3
Passeriformes,Passeri,Turdidae,Catharus ,Catharus_fuscater,1500,2850,2175,1350,0,0,0,0,0,1,1,1,1,1,1,0,0,18,36.5,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,Catharus_fuscater,17.7,3.6,4.5,33.3,88.4,14.4,78.9
Passeriformes,Passeri,Turdidae,Entomodestes ,Entomodestes_leucotis,1300,2900,2100,1600,0,0,0,0,1,1,1,1,1,1,1,0,0,23,58,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Entomodestes_leucotis,19.8,6,5,26.2,112.5,23.5,115.9
Passeriformes,Passeri,Turdidae,Myadestes ,Myadestes_ralloides,750,2900,1825,2150,0,0,1,1,1,1,1,1,1,1,1,0,0,17.5,31.3,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,Myadestes_ralloides,14.8,4.6,3.7,20.5,84.1,19.6,78.2
Passeriformes,Passeri,Turdidae,Turdus ,Turdus_albicollis,250,850,550,600,1,1,1,0,0,0,0,0,0,0,0,0,0,23.3,58.5,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,Turdus_albicollis,23.5,4.6,6,30,110.8,23.6,90
Passeriformes,Passeri,Turdidae,Turdus ,Turdus_chiguanco,1300,3500,2400,2200,0,0,0,0,1,1,1,1,1,1,1,1,1,27.5,107,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,Turdus_chiguanco,29.4,5.8,7.4,38.8,136.4,31.2,120.8
Passeriformes,Passeri,Turdidae,Turdus ,Turdus_fuscater,2500,3500,3000,1000,0,0,0,0,0,0,0,0,0,1,1,1,1,30.5,151.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,Turdus_fuscater,30.3,6.9,8.2,43.6,151.3,28.8,143
Passeriformes,Passeri,Turdidae,Turdus ,Turdus_hauxwelli,250,800,525,550,1,1,1,0,0,0,0,0,0,0,0,0,0,23,69,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Turdus_hauxwelli,23.7,5.2,6,29.8,112.8,24.8,88.3
